team_name,firm_name,lead_name,email,members,address
Khan Wlth Adv,Cetera Financial Group,Ashley Evans,ashley.evans@cetera.com,Ashley Evans|Emily Patel|Charles Harris,"1146 Cedar Court, Portland, OR 97201"
Diaz & Wang Grp,Ridgeway Wealth Management,Jacob Diaz,,,"2334 Lincoln Court, San Diego, CA 92101"
Collins Wlth Adv,Stifel Nicolaus & Company,"Lee, Margaret",leem@stifel.com,,"4521 Lincoln Ave, New York, NY 10022"
Kim Wlth Ptnrs,Stifel Nicolaus & Company,,susan.baker@stifel.com,Susan Baker|George Hill|Brian Lee|Karen Lee,
Rivera Wlth Mgmt,Summit Peak Advisors,,,Dorothy Rivera|Bill Zhang|Jeff Wilson|Betty Turner,
Diaz Family Office,Crestwood Family Office,"Diaz, Patricia",,,"4378 Hill Pkwy, Memphis, TN 38101"
Thomas Portfolio Grp,Cetera Financial Group,Lisa Thomas,,,"4217 Hill Blvd, Minneapolis, MN 55401"
Collins & Associates,Robert W. Baird & Co.,,dorothy.collins@rwbaird.com,,"6140 Oak Dr, Houston, TX 77001"
White Cap Grp,Wells Fargo Advisors,Chris Baker,,Chris Baker|Dan Chen|Dan Collins|Matt Turner,"9067 Oak Court, San Jose, CA 95101"
Huang Tax & Wlth Grp,National Planning Holdings,"Thompson, Bill",thompsonw@nph.com,,"7895 Madison Ln, Portland, OR 97201"
Wlth Mgmt Grp,National Planning Holdings,Ron Collins,rcollins@nph.com,,"4673 Park Dr, Houston, TX 77001"
Khan Asset Mgmt,Parkside Wealth Strategies,Jeff Khan,jeff.khan@parksidewealth.com,Jeff Khan|Tom Phillips,
Tax & Wlth Grp,Robert W. Baird & Co.,Joe Moore,,,
Johnson Family Wlth Grp,Raymond James Financial Services,,john.edwards@raymondjames.com,,"3052 Madison Ave, Austin, TX 78701"
Turner Fin Grp,Janney Montgomery Scott,Chris Morgan,,,"7950 Willow Ave, Kansas City, MO 64101"
Gomez & Flores Adv,DA Davidson & Co.,,helen.gomez@dadavidson.com,Helen Gomez|Don Chen|Charles Williams|Andy Harris|David Evans,
Young Tax & Wlth Grp,Raymond James Financial Services,,,,
Johnson Tax & Wlth Grp,Oppenheimer & Co.,,barbara.johnson@opco.com,Barbara Johnson|Margaret Nelson|Tom Yang,
Harris Asset Mgmt Grp,UBS Financial Services,Amanda Miller,,Amanda Miller|Jim Liu|Jennifer Kim|Brian Carter,
Kim Grp,Crestwood Family Office,Ed Kim,,,
Garcia Family Office,Harborview Private Wealth,,tony.khan@harborviewpw.com,Tony Khan|Matt Roberts|Mark Morris|Ron Wang|Bob White|Tim Moore,"7532 Park Blvd, Boston, MA 02101"
Turner Retirement Solutions Grp,Stifel Nicolaus & Company,Jacob King,,,"6171 Market Rd, San Diego, CA 92101"
Collins Wlth Adv,Raymond James Financial Services,Ron Scott,ron.scott@raymondjames.com,,
Williams Wlth Ptnrs,Raymond James Financial Services,Barbara Brown,barbara.brown@raymondjames.com,Barbara Brown|Barbara Williams|Jacob King|Megan White|Matt Young|Ryan Collins|Chris Morris,"1227 Maple Pl, Boston, MA 02101"
Family Wlth Grp,DA Davidson & Co.,Ryan Williams,,,"4160 Madison Dr, San Antonio, TX 78201"
Torres Grp,Harborview Private Wealth,,,Emily Hall|Andy Davis|Betty Morgan|Ashley Kim|Emily Diaz,"5058 Jefferson St, Philadelphia, PA 19101"
Moore Wlth,Kingsbridge Capital Advisors,Brian Moore,,,"7676 Hill Way, New York, NY 10001"
Carter Tax & Wlth Grp,Woodbury Financial Services,"Carter, Chris",,,"3769 Park Pkwy, Boston, MA 02101"
& Mitchell Adv,Clearwater Capital Group,Jessica Torres,,,"8770 Jefferson Ln, Chicago, IL 60601"
Morgan Portfolio Grp,Stifel Nicolaus & Company,Rachel Mitchell,mitchellr@stifel.com,Rachel Mitchell|Megan Morgan|Helen Thomas|Don Collins,"4015 Maple St, New York, NY 10001"
Hall & Jones Ptnrs,Kingsbridge Capital Advisors,Bill Hall,,,"3571 Lincoln Rd, Portland, OR 97201"
Reyes Inv Ptnrs,Harborview Private Wealth,,,Rachel Hall|Charles Stewart|Jennifer Roberts|Matt Kim,
Nelson Wlth Mgmt,Clearwater Capital Group,,,,"8250 Lincoln Pl, Boston, MA 02101"
Green Cap,Kingsbridge Capital Advisors,Matt White,,Matt White|Margaret Johnson|Ryan Wilson,"3086 Cedar Pkwy, San Francisco, CA 94101"
Parker Family Office,Parkside Wealth Strategies,,,,
Liu Private Client Grp,Morgan Stanley Wealth Management,"Collins, Kev",,,
Wilson Cap Ptnrs,Meridian Private Wealth,Megan Smith,,,"6755 Washington Court, Baltimore, MD 21201"
Gomez Fin Grp,Robert W. Baird & Co.,Margaret Jones,mjones@rwbaird.com,,"2297 Lincoln Court, Atlanta, GA 30301"
Diaz Institutional Grp,Oppenheimer & Co.,"Stewart, Andy",,,
Cruz Wlth,Summit Peak Advisors,"Taylor, George",gtaylor@summitpeakadv.com,,"9813 Washington Blvd, Miami, FL 33101"
Campbell Family Office,Highfield Asset Management,Jason Campbell,,,"7847 Willow Court, Philadelphia, PA 19101"
Rivera Fin Grp,Commonwealth Financial Network,Jennifer Jones,jennifer.jones@commonwealth.com,,"4722 Jefferson Pkwy, Seattle, WA 98101"
Phillips Portfolio Grp,Hilliard Lyons,Jim Flores,,,"9770 Cedar Blvd, Seattle, WA 98101"
Edwards & Scott Grp,Edward Jones,"Edwards, Mike",medwards@edwardjones.com,,"4264 Cedar Blvd, Indianapolis, IN 46201"
Private Wlth Grp,Edward Jones,"Harris, Karen",,,"715 Maple Dr, Philadelphia, PA 19101"
Reyes Private Client Grp,Cambridge Investment Research,"Reyes, Jeff",,Jeff Reyes|Dan Green|Ron Taylor|Mike Wilson|Don Jones|John Nguyen|Kev Lee|Patricia Turner,"7922 Lake Dr, Austin, TX 78701"
Thompson Private Client Grp,Woodbury Financial Services,,,Tom Williams|Dan Carter|Jessica Moore|Tim Johnson,
Retirement Solutions Grp,LPL Financial,Steve Gomez,sgomez@lpl.com,,"9754 River Pl, Philadelphia, PA 19101"
Garcia Fin Grp,National Planning Holdings,,,Sandra Roberts|Don Roberts,"7638 Madison Pl, Denver, CO 80201"
Cruz Grp,Kingsbridge Capital Advisors,Linda Wang,,,"7298 Oak Pl, Austin, TX 78701"
Private Wlth Grp,Ameriprise Financial Services,,ken.jackson@ampf.com,Ken Jackson|Tony Scott,"2156 River Dr, Baltimore, MD 21201"
Wright Fin Grp,Merrill Lynch Pierce Fenner & Smith,Helen Jackson,,,"5862 Elm Way, New York, NY 10022"
Flores Cap,Kingsbridge Capital Advisors,"Young, Tony",ayoung@kingsbridgecap.com,,
Thompson Adv Grp,National Planning Holdings,,,,
Moore Adv Grp,Morgan Stanley Wealth Management,Ken Moore,,,
Zhang Wlth Adv,Morgan Stanley Wealth Management,Margaret Hall,margaret.hall@morganstanley.com,Margaret Hall|Tony Moore|Kev Gomez|Don Torres|Joe Zhang|Tom Baker,
Jackson Wlth Adv,Ameriprise Financial Services,,,,"5124 Market Ave, Minneapolis, MN 55401"
Hill Wlth Mgmt Grp,Ameriprise Financial Services,"Liu, Bob",rliu@ampf.com,Bob Liu|Chris Nguyen|Sarah Young|Helen Carter|Megan Adams,"1615 Madison Rd, Boston, MA 02101"
Chen Adv Grp,LPL Financial,,,Mark Diaz|Emily Young|Jim Hall|Ashley Harris|Sarah Garcia|Ashley Turner,"5698 Hill Ln, Atlanta, GA 30301"
White Inv Ptnrs,Ridgeway Wealth Management,,,Emily Reyes|Mike Reyes|George Brown|Linda Campbell|Jeff Chen,
Patel Private Client Grp,Cetera Financial Group,,,,
Garcia Grp,Northgate Investment Partners,,,,
& Thomas Ptnrs,DA Davidson & Co.,"Nguyen, Bill",,,
Thompson Wlth,Parkside Wealth Strategies,"White, Jason",,,"3241 Park Ln, Philadelphia, PA 19101"
Davis Fin Grp,Oppenheimer & Co.,Helen Davis,,Helen Davis|Mike Collins|Jennifer Anderson,"1720 Willow Way, Baltimore, MD 21201"
Huang Family Wlth Grp,Merrill Lynch Pierce Fenner & Smith,,rhuang@ml.com,,
Hill Private Wlth,Harborview Private Wealth,,,Tim Hill|Sarah Moore|Jim Yang|Joe Chen|Chris Lee,"9620 Cedar Rd, Philadelphia, PA 19101"
Miller Cap Ptnrs,Harborview Private Wealth,Charles Miller,millerc@harborviewpw.com,,"5047 Oak Blvd, Portland, OR 97201"
Evans Wlth Ptnrs,DA Davidson & Co.,Helen Brown,,Helen Brown|Joe Harris|George Nguyen|Dorothy Liu|George King,"9008 Highland Blvd, Los Angeles, CA 90001"
Allen Inv Ptnrs,Parkside Wealth Strategies,"Allen, Margaret",allenm@parksidewealth.com,,"9548 Spring Dr, Chicago, IL 60601"
Hill Retirement Solutions Grp,Wells Fargo Advisors,,swhite@wellsfargoadv.com,,"8842 Washington Dr, Raleigh, NC 27601"
Hill Cap,Crestwood Family Office,Kev Martin,martink@crestwoodfo.com,,"6539 Maple Dr, Seattle, WA 98101"
Liu Inv Ptnrs,Parkside Wealth Strategies,David Cruz,,,"2703 Highland Ln, San Antonio, TX 78201"
Allen Private Client Grp,DA Davidson & Co.,,,Rachel Brown|Kev Collins|Sandra Collins|Betty Wang|Patricia Allen,
Zhang Wlth,Summit Peak Advisors,Barbara Harris,,,"405 Commerce Blvd, Atlanta, GA 30301"
Stewart & Moore Adv,Merrill Lynch Pierce Fenner & Smith,Sandra Stewart,sandra.stewart@ml.com,,
Anderson & Associates,Oppenheimer & Co.,Ron Anderson,,,"9202 Cedar Court, Baltimore, MD 21201"
Diaz & Chen Adv,Ameriprise Financial Services,,,Helen Diaz|Mark Scott|Dorothy Morgan|Brian White|David Campbell|Amanda Phillips|Karen Gomez,"8553 Commerce St, New York, NY 10001"
Private Wlth Grp,Stifel Nicolaus & Company,Susan Huang,susan.huang@stifel.com,Susan Huang|Don Allen|Tim Nelson|Jason Brown|Lisa Diaz|Jason Torres,"7085 Washington Ave, Baltimore, MD 21201"
Lee Wlth Adv,Hilliard Lyons,,,Jim Lee|Helen Wang|Jacob Yang|Ken Roberts|Andy Parker|Emily Evans,
Private Client Grp,Woodbury Financial Services,,,Margaret Zhang|Tom Morgan|Bill Harris|Jessica Kim|Jim Khan,"5777 Lincoln Court, San Francisco, CA 94101"
Scott Private Wlth Grp,Oppenheimer & Co.,Rachel Scott,rachel.scott@opco.com,Rachel Scott|Chris Yang|Karen Gomez|Rachel Wang,"4314 Hill Pl, Nashville, TN 37201"
& Hill Ptnrs,Harborview Private Wealth,,,,
White Family Office,Meridian Private Wealth,Patricia Kim,pkim@meridianpw.com,,"5924 Main Pl, Kansas City, MO 64101"
Wilson Asset Mgmt Grp,Stifel Nicolaus & Company,,wilsons@stifel.com,Steve Wilson|Tim Thomas,
Anderson Adv,Highfield Asset Management,"Gomez, Ron",ron.gomez@highfieldam.com,,
Reyes Portfolio Grp,Woodbury Financial Services,Tony Wilson,,Tony Wilson|Chris Adams|Jeff King|Jennifer Nguyen|Jim Thomas,"3869 River Way, Austin, TX 78701"
Zhang Fin Grp,Stifel Nicolaus & Company,Lisa Stewart,,,"3662 Maple Rd, Los Angeles, CA 90001"
Taylor Adv Grp,Cambridge Investment Research,,,Emily Morgan|Steve Cruz|Don Lee|Barbara Khan|Jeff Scott,"982 Madison Pl, Miami, FL 33101"
Asset Mgmt Grp,Morgan Stanley Wealth Management,,mark.baker@morganstanley.com,,
Allen Private Wlth Grp,Cambridge Investment Research,Tim Hall,,Tim Hall|Susan Martin|Sarah Jones|Jacob Liu,"4242 Highland Ave, New York, NY 10001"
Carter Fin Grp,Cetera Financial Group,Sandra Nelson,,Sandra Nelson|Emily Phillips|Jim Jackson|Betty Hall|Karen Stewart,"8831 Park Blvd, San Francisco, CA 94101"
Johnson Cap,Ridgeway Wealth Management,,,,"3175 River Way, Memphis, TN 38101"
Chen Asset Mgmt Grp,Morgan Stanley Wealth Management,Andy Chen,,,"131 Main Rd, Los Angeles, CA 90001"
Stewart Fin Grp,Hilliard Lyons,Tim Garcia,,Tim Garcia|Ed Cruz|Tom Cruz|Emily Stewart|Tim Thompson,"9458 Elm St, Dallas, TX 75201"
Scott Asset Mgmt Grp,Stifel Nicolaus & Company,Ashley Roberts,ashley.roberts@stifel.com,Ashley Roberts|Tim Campbell|Amanda Williams|Patricia Wright,
Phillips Fin Ptnrs,Summit Peak Advisors,Ron Yang,,,"9263 Highland Way, Washington, DC 20001"
Rivera Fin Grp,Merrill Lynch Pierce Fenner & Smith,Patricia Johnson,,,"7713 Maple Blvd, Baltimore, MD 21201"
Thompson Wlth Adv,LPL Financial,Chris Morgan,,,"7907 Oak Rd, San Antonio, TX 78201"
Chen Grp,Crestwood Family Office,"Rivera, John",riveraj@crestwoodfo.com,,"3759 Cedar Court, San Diego, CA 92101"
Scott Cap Ptnrs,Kingsbridge Capital Advisors,,,Rick Scott|Rick Morgan|Jessica Turner,"5326 Spring Pkwy, Denver, CO 80201"
Yang Wlth Ptnrs,UBS Financial Services,,whited@ubs.com,,"5108 Park Dr, Las Vegas, NV 89101"
Zhang & Associates,Cambridge Investment Research,Sarah Zhang,,,"7572 Elm St, New York, NY 10001"
Cruz Institutional Grp,Hilliard Lyons,,steve.young@hl.com,Steve Young|Andy Kim|Bob Adams,"5805 Spring Dr, Kansas City, MO 64101"
Collins Wlth Mgmt,Northgate Investment Partners,"Garcia, Barbara",,,"6869 Jefferson Court, San Francisco, CA 94101"
Stewart & Associates,Parkside Wealth Strategies,Bob Stewart,,Bob Stewart|Jacob Morris,"7563 Elm St, Raleigh, NC 27601"
Hall Private Client Grp,Woodbury Financial Services,Sarah Turner,sturner@woodburyfs.com,Sarah Turner|Ashley Torres|George Hall|Jessica Edwards|Jim Yang|Paul Miller,
Green Fin Grp,Janney Montgomery Scott,Helen Green,helen.green@janney.com,,"8021 Market Ln, Los Angeles, CA 90001"
Brown & Associates,Clearwater Capital Group,Linda Brown,lbrown@clearwatercap.com,,"4339 Highland Ln, Washington, DC 20001"
Nelson Private Client Grp,Cambridge Investment Research,,taylork@cambridgeinv.com,,"325 Lake Blvd, San Antonio, TX 78201"
White Fin Ptnrs,Ridgeway Wealth Management,Andy White,andy.white@ridgewaywm.com,,
Phillips Fin Ptnrs,Highfield Asset Management,Dan Wright,dwright@highfieldam.com,,"1080 Park St, Raleigh, NC 27601"
Liu Family Wlth Grp,Woodbury Financial Services,Jason King,,Jason King|Chris Young|Susan Davis|Linda Scott,"8295 Elm Rd, St. Louis, MO 63101"
Thomas Ptnrs,Parkside Wealth Strategies,"Thomas, Ed",,,"1627 Madison Rd, Denver, CO 80201"
Retirement Solutions Grp,Hilliard Lyons,,,Susan Turner|Megan Garcia|John Harris|Mike Baker|Megan Young,
Private Client Grp,Robert W. Baird & Co.,Don Yang,,,
Tax & Wlth Grp,Raymond James Financial Services,"Garcia, Sarah",,Sarah Garcia|Rick Turner,"2636 Cedar Ave, Philadelphia, PA 19101"
Turner Cap,Parkside Wealth Strategies,Dan King,,,"554 Main Way, Charlotte, NC 28201"
Taylor Institutional Grp,Janney Montgomery Scott,,,,"7044 Jefferson Dr, Minneapolis, MN 55401"
Davis Wlth,Northgate Investment Partners,"Moore, Tom",,Tom Moore|Ken Thompson|Jeff Moore|Margaret Patel|Ron Garcia|Jessica Thompson|Jason Allen|Tom Gomez,"6806 Spring Pkwy, Chicago, IL 60601"
King Adv,Meridian Private Wealth,"Davis, Bob",,Bob Davis|Jason Diaz|Amanda Torres,"7285 Spring Court, Raleigh, NC 27601"
Zhang Portfolio Grp,Wells Fargo Advisors,Margaret Harris,,Margaret Harris|Tom Thomas|Sandra Adams|Susan Turner,"9611 River St, Miami, FL 33101"
White Retirement Solutions Grp,Hilliard Lyons,Tony Jackson,,,"5798 Oak Dr, Denver, CO 80201"
Collins Institutional Grp,UBS Financial Services,,,,
Hall Fin Grp,Commonwealth Financial Network,"Nguyen, Rick",,,"4246 Hill Pkwy, Dallas, TX 75201"
Mitchell Retirement Solutions Grp,DA Davidson & Co.,Bob Martin,bob.martin@dadavidson.com,,"8472 Elm Ln, St. Louis, MO 63101"
White & Mitchell Ptnrs,Ameriprise Financial Services,Rachel White,rachel.white@ampf.com,,"9315 River Ln, Austin, TX 78701"
Johnson Fin Grp,Morgan Stanley Wealth Management,,,Betty White|Megan Green,
Brown Wlth Mgmt,Northgate Investment Partners,Tony Flores,tony.flores@northgateinv.com,,
Cruz Asset Mgmt Grp,Edward Jones,,,Kev Baker|Jeff Cruz|Ron Morgan,"1030 Elm Pl, Philadelphia, PA 19101"
Harris Institutional Grp,National Planning Holdings,,,Jennifer Hill|Dorothy Carter|Emily Scott|Jessica Williams|Betty Edwards,
Kim Adv Grp,Raymond James Financial Services,,,Ken Liu|Joe White|Emily Edwards,"7102 Commerce Pkwy, Los Angeles, CA 90001"
Chen Fin Grp,Woodbury Financial Services,"Torres, Nancy",,Nancy Torres|Jason Miller|Charles Morgan,
Cruz Grp,Meridian Private Wealth,"Reyes, Helen",,,"2454 Cedar Court, San Francisco, CA 94101"
Asset Mgmt Grp,Edward Jones,Nancy Cruz,cruzn@edwardjones.com,,"2219 Lincoln Ave, Seattle, WA 98101"
Kim Portfolio Grp,Robert W. Baird & Co.,Jason Kim,,Jason Kim|Nancy White|Barbara Garcia|Joe Johnson|Lisa Smith|Tom Collins,
Mitchell Fin Ptnrs,Meridian Private Wealth,Tom Mitchell,,Tom Mitchell|Ed Turner|Jennifer Gomez|Lisa Taylor,
& Williams Grp,Summit Peak Advisors,Susan Collins,,,
Wang Private Client Grp,Robert W. Baird & Co.,David Nelson,,,"3855 Jefferson Dr, Miami, FL 33101"
Morgan Family Wlth Grp,Woodbury Financial Services,,,Ashley Parker|Tom Nguyen,"9577 Maple Pl, Phoenix, AZ 85001"
Adams Private Client Grp,Morgan Stanley Wealth Management,Linda Adams,adamsl@morganstanley.com,,"2805 Hill Dr, Los Angeles, CA 90001"
Evans Cap Grp,UBS Financial Services,Patricia Evans,,,"3916 Jefferson Dr, San Francisco, CA 94101"
Stewart Wlth Ptnrs,Robert W. Baird & Co.,"Davis, Bob",,,"8573 Oak Blvd, San Jose, CA 95101"
& Turner Adv,Cambridge Investment Research,"Flores, Charles",charles.flores@cambridgeinv.com,Charles Flores|Helen Diaz,"403 Oak Way, New York, NY 10001"
Garcia Cap,Kingsbridge Capital Advisors,"Brown, Jim",,Jim Brown|Brian Edwards|Margaret Morgan|Bob Wilson|Don Jackson|Ed Martin|Ryan Torres,"2086 Hill Pl, Denver, CO 80201"
Khan Family Wlth Grp,Merrill Lynch Pierce Fenner & Smith,Sarah Khan,sarah.khan@ml.com,Sarah Khan|Ashley Patel|Amanda Johnson|Matt Taylor,"8555 Jefferson Pl, Kansas City, MO 64101"
Lee Wlth Adv,Edward Jones,"Lee, Jim",,Jim Lee|Megan Young,"9124 Highland St, Denver, CO 80201"
Wright Wlth Mgmt Grp,Merrill Lynch Pierce Fenner & Smith,"Cruz, Joe",jcruz@ml.com,Joe Cruz|Mike Adams|Tim Evans|Megan Anderson,"2873 Hill Ave, Minneapolis, MN 55401"
Mitchell Asset Mgmt Grp,Cambridge Investment Research,,,Ken Evans|Sarah Wright|Jennifer Smith|Rachel Wright|George Nelson,"8187 Willow Court, Memphis, TN 38101"
Miller & Nguyen Ptnrs,National Planning Holdings,,millerr@nph.com,,"5592 River Pkwy, New York, NY 10022"
Adams Inv Grp,DA Davidson & Co.,,tadams@dadavidson.com,Andy Morgan|Tony Johnson|Charles Campbell|Chris Phillips|Margaret Carter|Dan Diaz,
Williams Inv Ptnrs,Harborview Private Wealth,,,Linda Adams|Bob Cruz|Ron Martin|Betty Moore|Charles Hall|Don Torres,"3802 Highland Rd, Memphis, TN 38101"
Liu & Associates,Wells Fargo Advisors,Linda Liu,lliu@wellsfargoadv.com,Linda Liu|Emily Yang|Andy Miller,
Morris & Nguyen Grp,Cetera Financial Group,Tim Morris,,,
Thompson Portfolio Grp,Oppenheimer & Co.,Rick Davis,,Rick Davis|Charles Green|Barbara Adams|Sandra Wright,"1334 Maple St, Raleigh, NC 27601"
Diaz Portfolio Grp,Woodbury Financial Services,,allenl@woodburyfs.com,,"7473 Spring Dr, Nashville, TN 37201"
& Parker Ptnrs,Robert W. Baird & Co.,Emily Jackson,,,
Baker & Yang Ptnrs,Janney Montgomery Scott,"Baker, Bob",,Bob Baker|Ashley Torres|Betty Patel|Rachel Anderson|Sandra Yang|Ron Yang,
Morris Retirement Solutions Grp,National Planning Holdings,Tom Morris,morrist@nph.com,,
Anderson Wlth,Highfield Asset Management,Patricia Anderson,,Patricia Anderson|Dorothy Parker,"2628 Lake St, Boston, MA 02101"
Davis Private Wlth,Summit Peak Advisors,,rachel.davis@summitpeakadv.com,Rachel Davis|Nancy Johnson|Jim Gomez|Jessica Patel|Jason Zhang|Helen Adams|Margaret Garcia|Kev Allen,
Wang Fin Grp,Morgan Stanley Wealth Management,,,,"8909 Madison Pkwy, Philadelphia, PA 19101"
Lee & Associates,Clearwater Capital Group,"Collins, David",,,
Zhang Cap Ptnrs,Ridgeway Wealth Management,Andy Brown,,Andy Brown|Bob Johnson|Linda Thompson|Nancy Miller|Paul Patel|Don Patel,
Huang Fin Grp,Stifel Nicolaus & Company,Ed Liu,eliu@stifel.com,Ed Liu|Nancy Carter|Ashley Garcia|Kev Lee|Brian Liu|Brian Scott,
Harris & Thomas Adv,Meridian Private Wealth,"Harris, Nancy",harrisn@meridianpw.com,Nancy Harris|Tim Hall|Ken Chen|Jim Stewart|Sarah Martin,"7610 Washington Ave, Indianapolis, IN 46201"
Green Asset Mgmt Grp,Hilliard Lyons,David Wright,,,"2097 Elm Rd, Denver, CO 80201"
Reyes Portfolio Grp,Wells Fargo Advisors,,jreyes@wellsfargoadv.com,Jason Reyes|Steve Cruz|Emily Anderson,"8343 Commerce Blvd, Denver, CO 80201"
Chen Private Wlth,Meridian Private Wealth,,rachel.chen@meridianpw.com,,"8687 Washington Ave, Portland, OR 97201"
Jackson Cap,Harborview Private Wealth,Chris Wang,,Chris Wang|Margaret Nelson|Karen Chen,
Thompson Wlth,Clearwater Capital Group,,,Ed Morris|Margaret Carter|Rachel Chen|Mark Roberts|Patricia Parker,"7712 Lincoln Ln, Memphis, TN 38101"
Hill Institutional Grp,Merrill Lynch Pierce Fenner & Smith,Dorothy Hall,,Dorothy Hall|Ashley Morris|Karen Lee|Patricia Reyes|Betty Huang|Bob Liu,
Hill Wlth Mgmt Grp,Robert W. Baird & Co.,,,Rick Allen|Jennifer Zhang|Brian Wilson|Rachel Green|Ken Wright|Sarah Kim|Dan Jones|Joe Torres|Jessica Edwards,
Brown Wlth Ptnrs,Commonwealth Financial Network,Matt Carter,,,"9491 Highland Court, Las Vegas, NV 89101"
Torres Wlth Ptnrs,Raymond James Financial Services,,rnelson@raymondjames.com,,"4619 Washington St, Houston, TX 77001"
White & Associates,Summit Peak Advisors,"Davis, Tim",davist@summitpeakadv.com,,"8721 Hill St, Indianapolis, IN 46201"
Khan Retirement Solutions Grp,Stifel Nicolaus & Company,"Wilson, Sarah",,Sarah Wilson|Ron Thomas|Emily Lee|Don Harris|John Yang|Nancy Lee|Patricia Moore,"1537 Lake St, San Diego, CA 92101"
Khan Asset Mgmt,Parkside Wealth Strategies,,moorer@parksidewealth.com,Rick Moore|Jennifer Campbell|Karen Wilson|Tony Thompson,"4406 Main Ln, Baltimore, MD 21201"
Asset Mgmt Grp,Hilliard Lyons,"Roberts, Charles",,,"1809 Maple Rd, San Jose, CA 95101"
Roberts & Turner Grp,Parkside Wealth Strategies,"Roberts, Ashley",,Ashley Roberts|George Harris,
Hill Asset Mgmt Grp,Oppenheimer & Co.,David Rivera,,David Rivera|Emily Scott|Jeff Mitchell|Sandra Parker|Lisa Jones,
Nelson Institutional Grp,Robert W. Baird & Co.,Ed Adams,,,
Green Cap,Northgate Investment Partners,"Taylor, Sarah",taylors@northgateinv.com,Sarah Taylor|Margaret Collins|Chris Gomez|Ed Kim,
Wilson Adv Grp,Securities America,,awilson@secam.com,,"8705 Willow Ave, Boston, MA 02101"
Wilson & Associates,Clearwater Capital Group,"Wilson, Jim",wilsonj@clearwatercap.com,Jim Wilson|Amanda King|Jason Stewart|Ed Huang|Tom Chen|Jim Thomas|Jessica Parker,
Tax & Wlth Grp,Ameriprise Financial Services,,,,"2207 Willow Ave, Chicago, IL 60601"
Williams & Associates,LPL Financial,Charles Williams,,,"6501 Madison Ln, San Jose, CA 95101"
Moore Institutional Grp,UBS Financial Services,,,,"3190 Elm Ln, Kansas City, MO 64101"
Brown Institutional Grp,Morgan Stanley Wealth Management,,brownd@morganstanley.com,Don Brown|Bill Cruz|Paul Yang|Chris Brown|Sandra Hall|Kev Wright,
